Account,Compound,Date,Negative,Neutral,Positive,Tweets Ago
@FoxNews,0.0,Thu Oct 04 01:31:26 +0000 2018,0.0,1.0,0.0,19
@FoxNews,0.0,Thu Oct 04 01:24:00 +0000 2018,0.0,1.0,0.0,20
@FoxNews,-0.5106,Thu Oct 04 01:16:24 +0000 2018,0.216,0.784,0.0,21
@FoxNews,0.0,Thu Oct 04 01:04:07 +0000 2018,0.0,1.0,0.0,22
@FoxNews,-0.5688,Thu Oct 04 00:55:44 +0000 2018,0.315,0.685,0.0,23
@FoxNews,0.0,Thu Oct 04 00:55:00 +0000 2018,0.0,1.0,0.0,24
@FoxNews,0.0,Thu Oct 04 00:50:00 +0000 2018,0.0,1.0,0.0,25
@FoxNews,-0.5106,Thu Oct 04 00:47:03 +0000 2018,0.202,0.798,0.0,26
@FoxNews,0.743,Thu Oct 04 00:42:43 +0000 2018,0.0,0.636,0.364,27
@FoxNews,-0.8225,Thu Oct 04 00:40:34 +0000 2018,0.409,0.591,0.0,28
@FoxNews,0.0,Thu Oct 04 00:33:00 +0000 2018,0.0,1.0,0.0,29
@FoxNews,-0.4215,Thu Oct 04 00:32:29 +0000 2018,0.203,0.797,0.0,30
@FoxNews,-0.6486,Thu Oct 04 00:20:57 +0000 2018,0.323,0.677,0.0,31
@FoxNews,0.2023,Thu Oct 04 00:12:10 +0000 2018,0.0,0.904,0.096,32
@FoxNews,-0.4767,Thu Oct 04 00:09:18 +0000 2018,0.193,0.807,0.0,33
@FoxNews,-0.6705,Thu Oct 04 00:02:43 +0000 2018,0.191,0.809,0.0,34
@FoxNews,-0.4939,Thu Oct 04 00:02:30 +0000 2018,0.158,0.842,0.0,35
@FoxNews,0.0,Wed Oct 03 23:55:00 +0000 2018,0.0,1.0,0.0,36
@FoxNews,-0.7906,Wed Oct 03 23:48:03 +0000 2018,0.412,0.588,0.0,37
@FoxNews,-0.4767,Wed Oct 03 23:44:28 +0000 2018,0.181,0.819,0.0,38
@FoxNews,0.0,Wed Oct 03 23:39:02 +0000 2018,0.0,1.0,0.0,39
@FoxNews,0.128,Wed Oct 03 23:34:41 +0000 2018,0.105,0.766,0.129,40
@FoxNews,0.6085,Wed Oct 03 23:26:43 +0000 2018,0.104,0.595,0.301,41
@FoxNews,-0.4767,Wed Oct 03 23:18:22 +0000 2018,0.154,0.846,0.0,42
@FoxNews,-0.296,Wed Oct 03 23:09:56 +0000 2018,0.196,0.652,0.152,43
@FoxNews,-0.3818,Wed Oct 03 23:06:12 +0000 2018,0.148,0.852,0.0,44
@FoxNews,-0.6808,Wed Oct 03 23:01:28 +0000 2018,0.337,0.663,0.0,45
@FoxNews,0.0516,Wed Oct 03 22:57:06 +0000 2018,0.168,0.701,0.131,46
@FoxNews,-0.25,Wed Oct 03 22:54:18 +0000 2018,0.154,0.846,0.0,47
@FoxNews,0.0,Wed Oct 03 22:50:18 +0000 2018,0.0,1.0,0.0,48
@FoxNews,0.0,Wed Oct 03 22:43:52 +0000 2018,0.0,1.0,0.0,49
@FoxNews,0.0,Wed Oct 03 22:41:07 +0000 2018,0.0,1.0,0.0,50
@FoxNews,0.0,Wed Oct 03 22:37:23 +0000 2018,0.0,1.0,0.0,51
@FoxNews,-0.3818,Wed Oct 03 22:29:51 +0000 2018,0.231,0.769,0.0,52
@FoxNews,0.0,Wed Oct 03 22:22:00 +0000 2018,0.0,1.0,0.0,53
@FoxNews,0.0,Wed Oct 03 22:18:28 +0000 2018,0.0,1.0,0.0,54
@FoxNews,0.0258,Wed Oct 03 22:12:13 +0000 2018,0.101,0.793,0.106,55
@FoxNews,0.0,Wed Oct 03 22:07:11 +0000 2018,0.0,1.0,0.0,56
@FoxNews,0.4939,Wed Oct 03 22:02:05 +0000 2018,0.0,0.682,0.318,57
@FoxNews,-0.5267,Wed Oct 03 21:54:06 +0000 2018,0.274,0.726,0.0,58
@FoxNews,0.0,Wed Oct 03 21:44:21 +0000 2018,0.0,1.0,0.0,59
@FoxNews,-0.34,Wed Oct 03 21:29:52 +0000 2018,0.138,0.862,0.0,60
@FoxNews,0.0,Wed Oct 03 21:24:10 +0000 2018,0.0,1.0,0.0,61
@FoxNews,0.0,Wed Oct 03 21:09:58 +0000 2018,0.0,1.0,0.0,62
@FoxNews,0.0772,Wed Oct 03 21:04:40 +0000 2018,0.0,0.909,0.091,63
@FoxNews,0.0,Wed Oct 03 20:55:59 +0000 2018,0.0,1.0,0.0,64
@FoxNews,0.0,Wed Oct 03 20:22:27 +0000 2018,0.0,1.0,0.0,65
@FoxNews,0.7506,Wed Oct 03 20:22:00 +0000 2018,0.0,0.758,0.242,66
@FoxNews,0.0,Wed Oct 03 20:20:17 +0000 2018,0.0,1.0,0.0,67
@FoxNews,-0.6124,Wed Oct 03 20:17:32 +0000 2018,0.385,0.615,0.0,68
@FoxNews,0.4404,Wed Oct 03 20:11:34 +0000 2018,0.0,0.838,0.162,69
@FoxNews,-0.765,Wed Oct 03 20:04:19 +0000 2018,0.337,0.663,0.0,70
@FoxNews,0.0,Wed Oct 03 20:03:56 +0000 2018,0.0,1.0,0.0,71
@FoxNews,0.0,Wed Oct 03 20:03:25 +0000 2018,0.0,1.0,0.0,72
@FoxNews,0.0,Wed Oct 03 20:01:02 +0000 2018,0.0,1.0,0.0,73
@FoxNews,0.0,Wed Oct 03 19:56:26 +0000 2018,0.0,1.0,0.0,74
@FoxNews,0.0,Wed Oct 03 19:51:30 +0000 2018,0.0,1.0,0.0,75
@FoxNews,-0.4019,Wed Oct 03 19:48:52 +0000 2018,0.184,0.816,0.0,76
@FoxNews,0.4404,Wed Oct 03 19:46:03 +0000 2018,0.0,0.868,0.132,77
@FoxNews,0.743,Wed Oct 03 19:34:35 +0000 2018,0.0,0.69,0.31,78
@FoxNews,0.0,Wed Oct 03 19:31:18 +0000 2018,0.0,1.0,0.0,79
@FoxNews,0.4019,Wed Oct 03 19:27:15 +0000 2018,0.0,0.803,0.197,80
@FoxNews,0.4404,Wed Oct 03 19:22:21 +0000 2018,0.0,0.734,0.266,81
@FoxNews,-0.6486,Wed Oct 03 19:19:04 +0000 2018,0.441,0.559,0.0,82
@FoxNews,-0.5423,Wed Oct 03 19:17:04 +0000 2018,0.243,0.757,0.0,83
@FoxNews,0.0,Wed Oct 03 19:07:36 +0000 2018,0.0,1.0,0.0,84
@FoxNews,0.0,Wed Oct 03 18:59:15 +0000 2018,0.0,1.0,0.0,85
@FoxNews,0.4767,Wed Oct 03 18:47:22 +0000 2018,0.0,0.78,0.22,86
@FoxNews,0.3612,Wed Oct 03 18:34:29 +0000 2018,0.0,0.783,0.217,87
@FoxNews,0.4939,Wed Oct 03 18:29:36 +0000 2018,0.0,0.775,0.225,88
@FoxNews,0.0,Wed Oct 03 18:16:33 +0000 2018,0.0,1.0,0.0,89
@FoxNews,0.4019,Wed Oct 03 18:11:07 +0000 2018,0.0,0.891,0.109,90
@FoxNews,0.7506,Wed Oct 03 18:11:02 +0000 2018,0.0,0.652,0.348,91
@FoxNews,0.0,Wed Oct 03 18:01:16 +0000 2018,0.0,1.0,0.0,92
@FoxNews,-0.3412,Wed Oct 03 17:49:29 +0000 2018,0.124,0.876,0.0,93
@FoxNews,0.0,Wed Oct 03 17:47:04 +0000 2018,0.0,1.0,0.0,94
@FoxNews,0.1154,Wed Oct 03 17:39:14 +0000 2018,0.0,0.932,0.068,95
@FoxNews,0.5413,Wed Oct 03 17:34:10 +0000 2018,0.0,0.667,0.333,96
@FoxNews,0.0,Wed Oct 03 17:32:39 +0000 2018,0.0,1.0,0.0,97
@FoxNews,0.4215,Wed Oct 03 17:20:54 +0000 2018,0.0,0.859,0.141,98
@FoxNews,0.875,Wed Oct 03 17:15:09 +0000 2018,0.0,0.607,0.393,99
@FoxNews,0.0,Wed Oct 03 17:13:23 +0000 2018,0.0,1.0,0.0,100
@nytimes,0.0,Thu Oct 04 02:47:02 +0000 2018,0.0,1.0,0.0,1
@nytimes,-0.5267,Thu Oct 04 02:41:56 +0000 2018,0.162,0.769,0.069,2
@nytimes,0.6369,Thu Oct 04 02:32:05 +0000 2018,0.0,0.776,0.224,3
@nytimes,0.5574,Thu Oct 04 02:22:05 +0000 2018,0.074,0.661,0.264,4
@nytimes,-0.2732,Thu Oct 04 02:12:03 +0000 2018,0.104,0.896,0.0,5
@nytimes,0.4019,Thu Oct 04 02:02:03 +0000 2018,0.0,0.876,0.124,6
@nytimes,0.4019,Thu Oct 04 01:47:05 +0000 2018,0.07,0.801,0.129,7
@nytimes,0.0,Thu Oct 04 01:36:04 +0000 2018,0.0,1.0,0.0,8
@nytimes,-0.4939,Thu Oct 04 01:27:35 +0000 2018,0.158,0.842,0.0,9
@nytimes,0.0,Thu Oct 04 01:26:00 +0000 2018,0.0,1.0,0.0,10
@nytimes,0.0,Thu Oct 04 01:22:03 +0000 2018,0.0,1.0,0.0,11
@nytimes,-0.4404,Thu Oct 04 01:11:02 +0000 2018,0.132,0.868,0.0,12
@nytimes,0.0,Thu Oct 04 01:01:06 +0000 2018,0.0,1.0,0.0,13
@nytimes,-0.765,Thu Oct 04 00:37:05 +0000 2018,0.336,0.664,0.0,14
@nytimes,0.4215,Thu Oct 04 00:27:01 +0000 2018,0.0,0.887,0.113,15
@nytimes,-0.4215,Thu Oct 04 00:17:06 +0000 2018,0.141,0.859,0.0,16
@nytimes,0.0,Thu Oct 04 00:06:03 +0000 2018,0.0,1.0,0.0,17
@nytimes,-0.6124,Wed Oct 03 23:51:03 +0000 2018,0.208,0.792,0.0,18
@nytimes,0.296,Wed Oct 03 23:41:03 +0000 2018,0.0,0.879,0.121,19
@nytimes,0.0,Wed Oct 03 23:27:02 +0000 2018,0.0,1.0,0.0,20
@nytimes,0.0,Wed Oct 03 23:17:07 +0000 2018,0.0,1.0,0.0,21
@nytimes,0.0,Wed Oct 03 23:02:02 +0000 2018,0.0,1.0,0.0,22
@nytimes,-0.34,Wed Oct 03 22:45:04 +0000 2018,0.103,0.897,0.0,23
@nytimes,0.7506,Wed Oct 03 22:32:07 +0000 2018,0.0,0.748,0.252,24
@nytimes,0.5106,Wed Oct 03 22:17:46 +0000 2018,0.0,0.864,0.136,25
@nytimes,-0.2023,Wed Oct 03 22:02:40 +0000 2018,0.113,0.806,0.081,26
@nytimes,-0.296,Wed Oct 03 21:47:02 +0000 2018,0.091,0.909,0.0,27
@nytimes,-0.3182,Wed Oct 03 21:32:06 +0000 2018,0.126,0.874,0.0,28
@nytimes,0.7351,Wed Oct 03 21:17:02 +0000 2018,0.0,0.788,0.212,29
@nytimes,-0.7906,Wed Oct 03 21:05:05 +0000 2018,0.32,0.68,0.0,30
@nytimes,0.0,Wed Oct 03 20:50:05 +0000 2018,0.0,1.0,0.0,31
@nytimes,-0.296,Wed Oct 03 20:36:05 +0000 2018,0.109,0.891,0.0,32
@nytimes,0.7906,Wed Oct 03 20:20:05 +0000 2018,0.0,0.75,0.25,33
@nytimes,0.0,Wed Oct 03 20:09:58 +0000 2018,0.0,1.0,0.0,34
@nytimes,0.0,Wed Oct 03 20:05:03 +0000 2018,0.0,1.0,0.0,35
@nytimes,0.2732,Wed Oct 03 19:50:04 +0000 2018,0.0,0.89,0.11,36
@nytimes,0.0,Wed Oct 03 19:35:07 +0000 2018,0.0,1.0,0.0,37
@nytimes,0.2023,Wed Oct 03 19:22:36 +0000 2018,0.0,0.917,0.083,38
@nytimes,0.0,Wed Oct 03 19:15:08 +0000 2018,0.0,1.0,0.0,39
@nytimes,0.7096,Wed Oct 03 19:08:25 +0000 2018,0.0,0.688,0.312,40
@nytimes,0.4939,Wed Oct 03 18:50:08 +0000 2018,0.15,0.547,0.303,41
@nytimes,0.8074,Wed Oct 03 18:44:45 +0000 2018,0.0,0.61,0.39,42
@nytimes,0.0,Wed Oct 03 18:35:31 +0000 2018,0.0,1.0,0.0,43
@nytimes,0.7506,Wed Oct 03 18:30:09 +0000 2018,0.0,0.72,0.28,44
@nytimes,-0.2263,Wed Oct 03 18:15:06 +0000 2018,0.091,0.909,0.0,45
@nytimes,0.4019,Wed Oct 03 18:00:21 +0000 2018,0.0,0.876,0.124,46
@nytimes,0.0,Wed Oct 03 17:45:04 +0000 2018,0.0,1.0,0.0,47
@nytimes,0.25,Wed Oct 03 17:31:08 +0000 2018,0.117,0.721,0.162,48
@nytimes,-0.5106,Wed Oct 03 17:20:11 +0000 2018,0.148,0.852,0.0,49
@nytimes,0.6369,Wed Oct 03 17:15:06 +0000 2018,0.0,0.794,0.206,50
@nytimes,-0.8807,Wed Oct 03 17:10:04 +0000 2018,0.349,0.651,0.0,51
@nytimes,-0.296,Wed Oct 03 17:00:10 +0000 2018,0.167,0.721,0.113,52
@nytimes,-0.3597,Wed Oct 03 16:45:06 +0000 2018,0.116,0.884,0.0,53
@nytimes,0.0,Wed Oct 03 16:30:07 +0000 2018,0.0,1.0,0.0,54
@nytimes,0.4404,Wed Oct 03 16:16:03 +0000 2018,0.0,0.861,0.139,55
@nytimes,0.4019,Wed Oct 03 16:00:13 +0000 2018,0.0,0.886,0.114,56
@nytimes,-0.0772,Wed Oct 03 15:54:06 +0000 2018,0.089,0.838,0.073,57
@nytimes,-0.296,Wed Oct 03 15:45:03 +0000 2018,0.095,0.905,0.0,58
@nytimes,-0.2263,Wed Oct 03 15:29:04 +0000 2018,0.101,0.899,0.0,59
@nytimes,0.0,Wed Oct 03 15:15:09 +0000 2018,0.0,1.0,0.0,60
@nytimes,0.0,Wed Oct 03 15:00:14 +0000 2018,0.0,1.0,0.0,61
@nytimes,0.4215,Wed Oct 03 14:45:07 +0000 2018,0.0,0.872,0.128,62
@nytimes,0.0,Wed Oct 03 14:30:17 +0000 2018,0.0,1.0,0.0,63
@nytimes,0.4767,Wed Oct 03 14:15:01 +0000 2018,0.0,0.829,0.171,64
@nytimes,-0.5719,Wed Oct 03 14:00:08 +0000 2018,0.163,0.837,0.0,65
@nytimes,0.0,Wed Oct 03 13:44:06 +0000 2018,0.0,1.0,0.0,66
@nytimes,0.3182,Wed Oct 03 13:30:14 +0000 2018,0.0,0.881,0.119,67
@nytimes,0.4019,Wed Oct 03 13:15:05 +0000 2018,0.0,0.803,0.197,68
@nytimes,0.0,Wed Oct 03 13:00:13 +0000 2018,0.0,1.0,0.0,69
@nytimes,0.6124,Wed Oct 03 12:44:05 +0000 2018,0.0,0.792,0.208,70
@nytimes,0.6124,Wed Oct 03 12:31:05 +0000 2018,0.0,0.826,0.174,71
@nytimes,-0.3612,Wed Oct 03 12:21:02 +0000 2018,0.128,0.872,0.0,72
@nytimes,0.2732,Wed Oct 03 12:09:01 +0000 2018,0.0,0.9,0.1,73
@nytimes,0.3182,Wed Oct 03 12:00:06 +0000 2018,0.0,0.887,0.113,74
@nytimes,0.0,Wed Oct 03 11:49:01 +0000 2018,0.0,1.0,0.0,75
@nytimes,0.8271,Wed Oct 03 11:41:03 +0000 2018,0.0,0.648,0.352,76
@nytimes,0.0,Wed Oct 03 11:30:08 +0000 2018,0.0,1.0,0.0,77
@nytimes,0.5859,Wed Oct 03 11:20:07 +0000 2018,0.0,0.853,0.147,78
@nytimes,-0.6597,Wed Oct 03 11:15:04 +0000 2018,0.196,0.804,0.0,79
@nytimes,0.0,Wed Oct 03 11:00:07 +0000 2018,0.0,1.0,0.0,80
@nytimes,0.5965,Wed Oct 03 10:44:04 +0000 2018,0.0,0.607,0.393,81
@nytimes,-0.4939,Wed Oct 03 10:29:05 +0000 2018,0.158,0.842,0.0,82
@nytimes,0.0,Wed Oct 03 10:20:03 +0000 2018,0.0,1.0,0.0,83
@nytimes,0.7906,Wed Oct 03 10:14:57 +0000 2018,0.0,0.696,0.304,84
@nytimes,-0.3818,Wed Oct 03 10:11:05 +0000 2018,0.12,0.88,0.0,85
@nytimes,0.0,Wed Oct 03 09:50:03 +0000 2018,0.0,1.0,0.0,86
@nytimes,-0.0258,Wed Oct 03 09:41:02 +0000 2018,0.143,0.717,0.139,87
@nytimes,-0.7003,Wed Oct 03 09:30:06 +0000 2018,0.244,0.756,0.0,88
@nytimes,-0.5859,Wed Oct 03 09:14:06 +0000 2018,0.231,0.769,0.0,89
@nytimes,0.7269,Wed Oct 03 09:00:06 +0000 2018,0.0,0.724,0.276,90
@nytimes,-0.8481,Wed Oct 03 08:45:03 +0000 2018,0.313,0.687,0.0,91
@nytimes,0.296,Wed Oct 03 08:30:12 +0000 2018,0.0,0.891,0.109,92
@nytimes,0.5927,Wed Oct 03 08:15:03 +0000 2018,0.0,0.839,0.161,93
@nytimes,0.8591,Wed Oct 03 08:00:10 +0000 2018,0.0,0.642,0.358,94
@nytimes,-0.4767,Wed Oct 03 07:52:44 +0000 2018,0.119,0.881,0.0,95
@nytimes,0.0,Wed Oct 03 07:45:05 +0000 2018,0.0,1.0,0.0,96
@nytimes,-0.4445,Wed Oct 03 07:30:10 +0000 2018,0.207,0.793,0.0,97
@nytimes,-0.8979,Wed Oct 03 07:15:04 +0000 2018,0.421,0.579,0.0,98
@nytimes,-0.6808,Wed Oct 03 07:00:06 +0000 2018,0.228,0.772,0.0,99
@nytimes,0.4404,Wed Oct 03 06:52:05 +0000 2018,0.0,0.813,0.187,100
